[I] 2016-05-18 20:24:01.441 - node version is v4.4.2, toolkit version is 1.3.8
[I] 2016-05-18 20:24:01.462 - parse config file E:/code/health-club/src/web/deploy/release.conf
[W] 2016-05-18 20:24:01.468 - DIR_STATIC[E:/code/health-club/src/web/public/res/] not exist
[D] 2016-05-18 20:24:01.500 - loading resource E:/code/health-club/src/web/public/dev-html/common/banner/index.html
[D] 2016-05-18 20:24:01.501 - loading resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.html
[D] 2016-05-18 20:24:01.501 - loading resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.html
[D] 2016-05-18 20:24:01.502 - loading resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.html
[D] 2016-05-18 20:24:01.504 - loading resource E:/code/health-club/src/web/public/dev-html/founder/index/index.html
[D] 2016-05-18 20:24:01.506 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.html
[D] 2016-05-18 20:24:01.507 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.html
[D] 2016-05-18 20:24:01.508 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.html
[D] 2016-05-18 20:24:01.509 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.html
[D] 2016-05-18 20:24:01.509 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.html
[D] 2016-05-18 20:24:01.510 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.html
[D] 2016-05-18 20:24:01.511 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/index.html
[D] 2016-05-18 20:24:01.511 - loading resource E:/code/health-club/src/web/public/dev-html/gift/index.html
[D] 2016-05-18 20:24:01.512 - loading resource E:/code/health-club/src/web/public/dev-html/index/index.html
[D] 2016-05-18 20:24:01.513 - loading resource E:/code/health-club/src/web/public/dev-html/layout/index.html
[D] 2016-05-18 20:24:01.513 - loading resource E:/code/health-club/src/web/public/dev-html/member/amazing/index.html
[D] 2016-05-18 20:24:01.514 - loading resource E:/code/health-club/src/web/public/dev-html/member/center/index.html
[D] 2016-05-18 20:24:01.514 - loading resource E:/code/health-club/src/web/public/dev-html/member/index/index.html
[D] 2016-05-18 20:24:01.515 - loading resource E:/code/health-club/src/web/public/dev-html/member/index.html
[D] 2016-05-18 20:24:01.515 - loading resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.html
[D] 2016-05-18 20:24:01.516 - loading resource E:/code/health-club/src/web/public/dev-html/share/orders/index.html
[D] 2016-05-18 20:24:01.516 - loading resource E:/code/health-club/src/web/public/dev-html/share/product/index.html
[D] 2016-05-18 20:24:01.517 - loading resource E:/code/health-club/src/web/public/dev-html/share/products/index.html
[D] 2016-05-18 20:24:01.518 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.html
[D] 2016-05-18 20:24:01.518 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.html
[D] 2016-05-18 20:24:01.519 - loading resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.html
[D] 2016-05-18 20:24:01.524 - parse resource E:/code/health-club/src/web/public/dev-html/app.html
[D] 2016-05-18 20:24:01.543 - find nej module root E:/code/health-club/src/web/public/dev-html/ at E:/code/health-club/src/web/public/dev-html/app.html
[D] 2016-05-18 20:24:01.546 - loading resource E:/code/health-club/src/web/public/style/reset.css
[D] 2016-05-18 20:24:01.546 - loading resource E:/code/health-club/src/web/public/style/main.css
[D] 2016-05-18 20:24:01.547 - loading resource E:/code/health-club/src/web/public/style/weui.css
[D] 2016-05-18 20:24:01.552 - loading resource C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js
[D] 2016-05-18 20:24:01.554 - loading resource E:/code/health-club/src/web/public/dev-lib/app.js
[D] 2016-05-18 20:24:01.561 - parse resource E:/code/health-club/src/web/public/dev-html/center/index.html
[D] 2016-05-18 20:24:01.573 - parse resource E:/code/health-club/src/web/public/dev-html/center/inline-1463574241293
[D] 2016-05-18 20:24:01.574 - parse resource E:/code/health-club/src/web/public/dev-html/center/inline-1463574241294
[D] 2016-05-18 20:24:01.575 - loading resource E:/code/health-club/src/web/public/dev-html/center/index.js
[D] 2016-05-18 20:24:01.575 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/index.html
[D] 2016-05-18 20:24:01.579 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/inline-1463574241295
[D] 2016-05-18 20:24:01.579 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/inline-1463574241296
[D] 2016-05-18 20:24:01.581 - loading resource E:/code/health-club/src/web/public/dev-html/common/banner/index.js
[D] 2016-05-18 20:24:01.581 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.html
[D] 2016-05-18 20:24:01.585 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/inline-1463574241297
[D] 2016-05-18 20:24:01.586 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/inline-1463574241298
[D] 2016-05-18 20:24:01.587 - loading resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.js
[D] 2016-05-18 20:24:01.588 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.html
[D] 2016-05-18 20:24:01.594 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/inline-1463574241299
[D] 2016-05-18 20:24:01.594 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/inline-1463574241300
[D] 2016-05-18 20:24:01.595 - loading resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.js
[D] 2016-05-18 20:24:01.595 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.html
[D] 2016-05-18 20:24:01.603 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/inline-1463574241301
[D] 2016-05-18 20:24:01.603 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/inline-1463574241302
[D] 2016-05-18 20:24:01.604 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/layer.js
[D] 2016-05-18 20:24:01.605 - loading resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.js
[D] 2016-05-18 20:24:01.605 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/index.html
[D] 2016-05-18 20:24:01.615 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463574241303
[D] 2016-05-18 20:24:01.617 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463574241304
[D] 2016-05-18 20:24:01.617 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463574241305
[D] 2016-05-18 20:24:01.618 - loading resource E:/code/health-club/src/web/public/dev-html/founder/index/index.js
[D] 2016-05-18 20:24:01.618 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.html
[D] 2016-05-18 20:24:01.626 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/inline-1463574241306
[D] 2016-05-18 20:24:01.627 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/inline-1463574241307
[D] 2016-05-18 20:24:01.628 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.js
[D] 2016-05-18 20:24:01.628 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.html
[D] 2016-05-18 20:24:01.633 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/inline-1463574241308
[D] 2016-05-18 20:24:01.635 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/inline-1463574241309
[D] 2016-05-18 20:24:01.636 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.js
[D] 2016-05-18 20:24:01.636 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.html
[D] 2016-05-18 20:24:01.641 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/inline-1463574241310
[D] 2016-05-18 20:24:01.642 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/inline-1463574241311
[D] 2016-05-18 20:24:01.643 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/zepto.js
[D] 2016-05-18 20:24:01.645 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.js
[D] 2016-05-18 20:24:01.645 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.html
[D] 2016-05-18 20:24:01.648 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/inline-1463574241312
[D] 2016-05-18 20:24:01.649 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/inline-1463574241313
[D] 2016-05-18 20:24:01.650 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.js
[D] 2016-05-18 20:24:01.650 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.html
[D] 2016-05-18 20:24:01.655 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/inline-1463574241314
[D] 2016-05-18 20:24:01.655 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/inline-1463574241315
[D] 2016-05-18 20:24:01.656 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.js
[D] 2016-05-18 20:24:01.656 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.html
[D] 2016-05-18 20:24:01.663 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/inline-1463574241316
[D] 2016-05-18 20:24:01.665 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/inline-1463574241317
[D] 2016-05-18 20:24:01.666 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.js
[D] 2016-05-18 20:24:01.666 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/index.html
[D] 2016-05-18 20:24:01.668 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/inline-1463574241318
[D] 2016-05-18 20:24:01.669 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/index.js
[D] 2016-05-18 20:24:01.669 - parse resource E:/code/health-club/src/web/public/dev-html/gift/index.html
[D] 2016-05-18 20:24:01.673 - parse resource E:/code/health-club/src/web/public/dev-html/gift/inline-1463574241319
[D] 2016-05-18 20:24:01.673 - parse resource E:/code/health-club/src/web/public/dev-html/gift/inline-1463574241320
[D] 2016-05-18 20:24:01.674 - loading resource E:/code/health-club/src/web/public/dev-html/gift/index.js
[D] 2016-05-18 20:24:01.674 - parse resource E:/code/health-club/src/web/public/dev-html/index/index.html
[D] 2016-05-18 20:24:01.675 - parse resource E:/code/health-club/src/web/public/dev-html/index/inline-1463574241321
[D] 2016-05-18 20:24:01.676 - loading resource E:/code/health-club/src/web/public/dev-html/index/index.js
[D] 2016-05-18 20:24:01.678 - parse resource E:/code/health-club/src/web/public/dev-html/layout/index.html
[D] 2016-05-18 20:24:01.679 - parse resource E:/code/health-club/src/web/public/dev-html/layout/inline-1463574241322
[D] 2016-05-18 20:24:01.680 - loading resource E:/code/health-club/src/web/public/dev-html/layout/index.js
[D] 2016-05-18 20:24:01.680 - parse resource E:/code/health-club/src/web/public/dev-html/member/amazing/index.html
[D] 2016-05-18 20:24:01.683 - parse resource E:/code/health-club/src/web/public/dev-html/member/amazing/inline-1463574241323
[D] 2016-05-18 20:24:01.684 - parse resource E:/code/health-club/src/web/public/dev-html/member/amazing/inline-1463574241324
[D] 2016-05-18 20:24:01.684 - loading resource E:/code/health-club/src/web/public/dev-html/member/amazing/index.js
[D] 2016-05-18 20:24:01.685 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/index.html
[D] 2016-05-18 20:24:01.694 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/inline-1463574241325
[D] 2016-05-18 20:24:01.694 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/inline-1463574241326
[D] 2016-05-18 20:24:01.695 - loading resource E:/code/health-club/src/web/public/dev-html/member/center/index.js
[D] 2016-05-18 20:24:01.695 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/index.html
[D] 2016-05-18 20:24:01.700 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/inline-1463574241327
[D] 2016-05-18 20:24:01.700 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/inline-1463574241328
[D] 2016-05-18 20:24:01.701 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/inline-1463574241329
[D] 2016-05-18 20:24:01.701 - loading resource E:/code/health-club/src/web/public/dev-html/member/index/index.js
[D] 2016-05-18 20:24:01.702 - parse resource E:/code/health-club/src/web/public/dev-html/member/index.html
[D] 2016-05-18 20:24:01.705 - parse resource E:/code/health-club/src/web/public/dev-html/member/inline-1463574241330
[D] 2016-05-18 20:24:01.708 - loading resource E:/code/health-club/src/web/public/dev-html/member/index.js
[D] 2016-05-18 20:24:01.709 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.html
[D] 2016-05-18 20:24:01.713 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/inline-1463574241331
[D] 2016-05-18 20:24:01.713 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/inline-1463574241332
[D] 2016-05-18 20:24:01.714 - loading resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.js
[D] 2016-05-18 20:24:01.714 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/index.html
[D] 2016-05-18 20:24:01.725 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/inline-1463574241333
[D] 2016-05-18 20:24:01.730 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/inline-1463574241334
[D] 2016-05-18 20:24:01.731 - loading resource E:/code/health-club/src/web/public/dev-html/share/orders/index.js
[D] 2016-05-18 20:24:01.732 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/index.html
[D] 2016-05-18 20:24:01.737 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/inline-1463574241335
[D] 2016-05-18 20:24:01.740 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/inline-1463574241336
[D] 2016-05-18 20:24:01.741 - loading resource E:/code/health-club/src/web/public/dev-html/share/product/index.js
[D] 2016-05-18 20:24:01.742 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/index.html
[D] 2016-05-18 20:24:01.754 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/inline-1463574241337
[D] 2016-05-18 20:24:01.755 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/inline-1463574241338
[D] 2016-05-18 20:24:01.759 - loading resource E:/code/health-club/src/web/public/dev-html/share/products/index.js
[D] 2016-05-18 20:24:01.763 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.html
[D] 2016-05-18 20:24:01.769 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/inline-1463574241339
[D] 2016-05-18 20:24:01.771 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/inline-1463574241340
[D] 2016-05-18 20:24:01.772 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.js
[D] 2016-05-18 20:24:01.773 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.html
[D] 2016-05-18 20:24:01.777 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/inline-1463574241341
[D] 2016-05-18 20:24:01.777 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/inline-1463574241342
[D] 2016-05-18 20:24:01.778 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.js
[D] 2016-05-18 20:24:01.779 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.html
[D] 2016-05-18 20:24:01.792 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463574241343
[D] 2016-05-18 20:24:01.793 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463574241344
[D] 2016-05-18 20:24:01.793 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463574241345
[D] 2016-05-18 20:24:01.794 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463574241346
[D] 2016-05-18 20:24:01.797 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/jquery.js
[D] 2016-05-18 20:24:01.798 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/jquery.SuperSlide.2.1.1.js
[D] 2016-05-18 20:24:01.798 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/TouchSlide.1.1.js
[D] 2016-05-18 20:24:01.799 - loading resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.js
[D] 2016-05-18 20:24:01.801 - parse resource E:/code/health-club/src/web/public/style/reset.css
[D] 2016-05-18 20:24:01.835 - parse resource E:/code/health-club/src/web/public/style/weui.css
[D] 2016-05-18 20:24:01.887 - parse resource E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.917 - E:/code/health-club/src/web/public/images/i-right.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 20:24:01.917 - find resource E:/code/health-club/src/web/public/images/i-right.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.918 - E:/code/health-club/src/web/public/images/ge_05.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 20:24:01.918 - find resource E:/code/health-club/src/web/public/images/ge_05.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.919 - E:/code/health-club/src/web/public/images/ge_12.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 20:24:01.919 - find resource E:/code/health-club/src/web/public/images/ge_12.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.920 - E:/code/health-club/src/web/public/images/ge_14.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 20:24:01.920 - find resource E:/code/health-club/src/web/public/images/ge_14.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.920 - E:/code/health-club/src/web/public/images/bwygn.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 20:24:01.920 - find resource E:/code/health-club/src/web/public/images/bwygn.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 20:24:01.921 - resource E:/code/health-club/src/web/public/style/images/ge_05.png in file E:/code/health-club/src/web/public/style/main.css not exist
[D] 2016-05-18 20:24:01.922 - parse resource C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js
[D] 2016-05-18 20:24:01.924 - parse resource E:/code/health-club/src/web/public/dev-lib/app.js
[D] 2016-05-18 20:24:01.930 - cache nej dependency E:/code/health-club/src/web/public/dev-lib/app.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/dispatcher/dispatcher.js"}]
[D] 2016-05-18 20:24:01.932 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/dispatcher/dispatcher.js
[D] 2016-05-18 20:24:01.933 - parse resource E:/code/health-club/src/web/public/dev-html/center/index.js
[D] 2016-05-18 20:24:01.937 - cache nej dependency E:/code/health-club/src/web/public/dev-html/center/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/msg.html","plugin":"text"}]
[D] 2016-05-18 20:24:01.939 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js
[D] 2016-05-18 20:24:01.939 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js
[D] 2016-05-18 20:24:01.940 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js
[D] 2016-05-18 20:24:01.940 - loading resource E:/code/health-club/src/web/public/dev-lib/base/module.js
[D] 2016-05-18 20:24:01.941 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js
[D] 2016-05-18 20:24:01.941 - loading resource E:/code/health-club/src/web/public/dev-lib/base/msg.html
[D] 2016-05-18 20:24:01.942 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/index.js
[D] 2016-05-18 20:24:01.945 - cache nej dependency E:/code/health-club/src/web/public/dev-html/common/banner/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/cache/list.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/vendor/zepto.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/vendor/frozen.js"}]
[D] 2016-05-18 20:24:01.948 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js
[D] 2016-05-18 20:24:01.948 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/cache/list.js
[D] 2016-05-18 20:24:01.949 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/frozen.js
[D] 2016-05-18 20:24:01.950 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.js
[D] 2016-05-18 20:24:01.953 - cache nej dependency E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/cache/club_news.js"}]
[D] 2016-05-18 20:24:01.956 - loading resource E:/code/health-club/src/web/public/dev-lib/cache/club_news.js
[D] 2016-05-18 20:24:01.956 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.js
