[I] 2016-05-18 18:04:00.398 - node version is v4.4.2, toolkit version is 1.3.8
[I] 2016-05-18 18:04:00.418 - parse config file E:/code/health-club/src/web/deploy/release.conf
[W] 2016-05-18 18:04:00.426 - DIR_STATIC[E:/code/health-club/src/web/public/res/] not exist
[D] 2016-05-18 18:04:00.463 - loading resource E:/code/health-club/src/web/public/dev-html/common/banner/index.html
[D] 2016-05-18 18:04:00.463 - loading resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.html
[D] 2016-05-18 18:04:00.466 - loading resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.html
[D] 2016-05-18 18:04:00.466 - loading resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.html
[D] 2016-05-18 18:04:00.468 - loading resource E:/code/health-club/src/web/public/dev-html/founder/card/index.html
[D] 2016-05-18 18:04:00.471 - loading resource E:/code/health-club/src/web/public/dev-html/founder/index/index.html
[D] 2016-05-18 18:04:00.471 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.html
[D] 2016-05-18 18:04:00.473 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.html
[D] 2016-05-18 18:04:00.473 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.html
[D] 2016-05-18 18:04:00.473 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.html
[D] 2016-05-18 18:04:00.476 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.html
[D] 2016-05-18 18:04:00.476 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.html
[D] 2016-05-18 18:04:00.476 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/index.html
[D] 2016-05-18 18:04:00.478 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my-card/index.html
[D] 2016-05-18 18:04:00.478 - loading resource E:/code/health-club/src/web/public/dev-html/gift/index.html
[D] 2016-05-18 18:04:00.478 - loading resource E:/code/health-club/src/web/public/dev-html/index/index.html
[D] 2016-05-18 18:04:00.481 - loading resource E:/code/health-club/src/web/public/dev-html/layout/index.html
[D] 2016-05-18 18:04:00.481 - loading resource E:/code/health-club/src/web/public/dev-html/member/center/index.html
[D] 2016-05-18 18:04:00.481 - loading resource E:/code/health-club/src/web/public/dev-html/member/index/index.html
[D] 2016-05-18 18:04:00.483 - loading resource E:/code/health-club/src/web/public/dev-html/member/index.html
[D] 2016-05-18 18:04:00.483 - loading resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.html
[D] 2016-05-18 18:04:00.483 - loading resource E:/code/health-club/src/web/public/dev-html/share/orders/index.html
[D] 2016-05-18 18:04:00.486 - loading resource E:/code/health-club/src/web/public/dev-html/share/product/index.html
[D] 2016-05-18 18:04:00.486 - loading resource E:/code/health-club/src/web/public/dev-html/share/products/index.html
[D] 2016-05-18 18:04:00.486 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.html
[D] 2016-05-18 18:04:00.488 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.html
[D] 2016-05-18 18:04:00.488 - loading resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.html
[D] 2016-05-18 18:04:00.493 - parse resource E:/code/health-club/src/web/public/dev-html/app.html
[D] 2016-05-18 18:04:00.513 - find nej module root E:/code/health-club/src/web/public/dev-html/ at E:/code/health-club/src/web/public/dev-html/app.html
[D] 2016-05-18 18:04:00.518 - loading resource E:/code/health-club/src/web/public/style/reset.css
[D] 2016-05-18 18:04:00.521 - loading resource E:/code/health-club/src/web/public/style/main.css
[D] 2016-05-18 18:04:00.521 - loading resource E:/code/health-club/src/web/public/style/weui.css
[D] 2016-05-18 18:04:00.526 - loading resource C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js
[D] 2016-05-18 18:04:00.526 - loading resource E:/code/health-club/src/web/public/dev-lib/app.js
[D] 2016-05-18 18:04:00.533 - parse resource E:/code/health-club/src/web/public/dev-html/center/index.html
[D] 2016-05-18 18:04:00.541 - parse resource E:/code/health-club/src/web/public/dev-html/center/inline-1463565840248
[D] 2016-05-18 18:04:00.541 - parse resource E:/code/health-club/src/web/public/dev-html/center/inline-1463565840249
[D] 2016-05-18 18:04:00.543 - loading resource E:/code/health-club/src/web/public/dev-html/center/index.js
[D] 2016-05-18 18:04:00.543 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/index.html
[D] 2016-05-18 18:04:00.548 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/inline-1463565840250
[D] 2016-05-18 18:04:00.548 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/inline-1463565840251
[D] 2016-05-18 18:04:00.551 - loading resource E:/code/health-club/src/web/public/dev-html/common/banner/index.js
[D] 2016-05-18 18:04:00.551 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.html
[D] 2016-05-18 18:04:00.553 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/inline-1463565840252
[D] 2016-05-18 18:04:00.553 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/inline-1463565840253
[D] 2016-05-18 18:04:00.556 - loading resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.js
[D] 2016-05-18 18:04:00.556 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.html
[D] 2016-05-18 18:04:00.563 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/inline-1463565840254
[D] 2016-05-18 18:04:00.563 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/inline-1463565840255
[D] 2016-05-18 18:04:00.563 - loading resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.js
[D] 2016-05-18 18:04:00.563 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.html
[D] 2016-05-18 18:04:00.571 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/inline-1463565840256
[D] 2016-05-18 18:04:00.571 - parse resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/inline-1463565840257
[D] 2016-05-18 18:04:00.571 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/layer.js
[D] 2016-05-18 18:04:00.573 - loading resource E:/code/health-club/src/web/public/dev-html/founder/apply-club/index.js
[D] 2016-05-18 18:04:00.573 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/index.html
[D] 2016-05-18 18:04:00.588 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463565840258
[D] 2016-05-18 18:04:00.588 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463565840259
[D] 2016-05-18 18:04:00.591 - parse resource E:/code/health-club/src/web/public/dev-html/founder/index/inline-1463565840260
[D] 2016-05-18 18:04:00.591 - loading resource E:/code/health-club/src/web/public/dev-html/founder/index/index.js
[D] 2016-05-18 18:04:00.591 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.html
[D] 2016-05-18 18:04:00.603 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/inline-1463565840261
[D] 2016-05-18 18:04:00.603 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club/inline-1463565840262
[D] 2016-05-18 18:04:00.603 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club/index.js
[D] 2016-05-18 18:04:00.606 - parse resource E:/code/health-club/src/web/public/dev-html/founder/card/index.html
[D] 2016-05-18 18:04:00.611 - parse resource E:/code/health-club/src/web/public/dev-html/founder/card/inline-1463565840263
[D] 2016-05-18 18:04:00.611 - loading resource E:/code/health-club/src/web/public/dev-html/founder/card/index.js
[D] 2016-05-18 18:04:00.611 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.html
[D] 2016-05-18 18:04:00.616 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/inline-1463565840264
[D] 2016-05-18 18:04:00.616 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/inline-1463565840265
[D] 2016-05-18 18:04:00.616 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-member/index.js
[D] 2016-05-18 18:04:00.616 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.html
[D] 2016-05-18 18:04:00.621 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/inline-1463565840266
[D] 2016-05-18 18:04:00.621 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/inline-1463565840267
[D] 2016-05-18 18:04:00.623 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/zepto.js
[D] 2016-05-18 18:04:00.623 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/club-twitter/index.js
[D] 2016-05-18 18:04:00.623 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.html
[D] 2016-05-18 18:04:00.628 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/inline-1463565840268
[D] 2016-05-18 18:04:00.628 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/inline-1463565840269
[D] 2016-05-18 18:04:00.628 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-desc/index.js
[D] 2016-05-18 18:04:00.631 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.html
[D] 2016-05-18 18:04:00.633 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/inline-1463565840270
[D] 2016-05-18 18:04:00.633 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/inline-1463565840271
[D] 2016-05-18 18:04:00.633 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-mobile/index.js
[D] 2016-05-18 18:04:00.636 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.html
[D] 2016-05-18 18:04:00.648 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/inline-1463565840272
[D] 2016-05-18 18:04:00.648 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/inline-1463565840273
[D] 2016-05-18 18:04:00.651 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/edit-name/index.js
[D] 2016-05-18 18:04:00.651 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/index.html
[D] 2016-05-18 18:04:00.653 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my/inline-1463565840274
[D] 2016-05-18 18:04:00.653 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my/index.js
[D] 2016-05-18 18:04:00.653 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my-card/index.html
[D] 2016-05-18 18:04:00.656 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my-card/inline-1463565840275
[D] 2016-05-18 18:04:00.656 - parse resource E:/code/health-club/src/web/public/dev-html/founder/my-card/inline-1463565840276
[D] 2016-05-18 18:04:00.658 - loading resource E:/code/health-club/src/web/public/dev-html/founder/my-card/index.js
[D] 2016-05-18 18:04:00.658 - parse resource E:/code/health-club/src/web/public/dev-html/gift/index.html
[D] 2016-05-18 18:04:00.661 - parse resource E:/code/health-club/src/web/public/dev-html/gift/inline-1463565840277
[D] 2016-05-18 18:04:00.661 - parse resource E:/code/health-club/src/web/public/dev-html/gift/inline-1463565840278
[D] 2016-05-18 18:04:00.663 - loading resource E:/code/health-club/src/web/public/dev-html/gift/index.js
[D] 2016-05-18 18:04:00.663 - parse resource E:/code/health-club/src/web/public/dev-html/index/index.html
[D] 2016-05-18 18:04:00.666 - parse resource E:/code/health-club/src/web/public/dev-html/index/inline-1463565840279
[D] 2016-05-18 18:04:00.666 - loading resource E:/code/health-club/src/web/public/dev-html/index/index.js
[D] 2016-05-18 18:04:00.666 - parse resource E:/code/health-club/src/web/public/dev-html/layout/index.html
[D] 2016-05-18 18:04:00.668 - parse resource E:/code/health-club/src/web/public/dev-html/layout/inline-1463565840280
[D] 2016-05-18 18:04:00.668 - loading resource E:/code/health-club/src/web/public/dev-html/layout/index.js
[D] 2016-05-18 18:04:00.671 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/index.html
[D] 2016-05-18 18:04:00.673 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/inline-1463565840281
[D] 2016-05-18 18:04:00.673 - parse resource E:/code/health-club/src/web/public/dev-html/member/center/inline-1463565840282
[D] 2016-05-18 18:04:00.673 - loading resource E:/code/health-club/src/web/public/dev-html/member/center/index.js
[D] 2016-05-18 18:04:00.673 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/index.html
[D] 2016-05-18 18:04:00.686 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/inline-1463565840283
[D] 2016-05-18 18:04:00.686 - parse resource E:/code/health-club/src/web/public/dev-html/member/index/inline-1463565840284
[D] 2016-05-18 18:04:00.686 - loading resource E:/code/health-club/src/web/public/dev-html/member/index/index.js
[D] 2016-05-18 18:04:00.688 - parse resource E:/code/health-club/src/web/public/dev-html/member/index.html
[D] 2016-05-18 18:04:00.688 - parse resource E:/code/health-club/src/web/public/dev-html/member/inline-1463565840285
[D] 2016-05-18 18:04:00.691 - loading resource E:/code/health-club/src/web/public/dev-html/member/index.js
[D] 2016-05-18 18:04:00.691 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.html
[D] 2016-05-18 18:04:00.693 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/inline-1463565840286
[D] 2016-05-18 18:04:00.696 - parse resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/inline-1463565840287
[D] 2016-05-18 18:04:00.698 - loading resource E:/code/health-club/src/web/public/dev-html/share/club-twitter-detail/index.js
[D] 2016-05-18 18:04:00.701 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/index.html
[D] 2016-05-18 18:04:00.711 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/inline-1463565840288
[D] 2016-05-18 18:04:00.711 - parse resource E:/code/health-club/src/web/public/dev-html/share/orders/inline-1463565840289
[D] 2016-05-18 18:04:00.713 - loading resource E:/code/health-club/src/web/public/dev-html/share/orders/index.js
[D] 2016-05-18 18:04:00.713 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/index.html
[D] 2016-05-18 18:04:00.721 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/inline-1463565840290
[D] 2016-05-18 18:04:00.723 - parse resource E:/code/health-club/src/web/public/dev-html/share/product/inline-1463565840291
[D] 2016-05-18 18:04:00.723 - loading resource E:/code/health-club/src/web/public/dev-html/share/product/index.js
[D] 2016-05-18 18:04:00.723 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/index.html
[D] 2016-05-18 18:04:00.731 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/inline-1463565840292
[D] 2016-05-18 18:04:00.731 - parse resource E:/code/health-club/src/web/public/dev-html/share/products/inline-1463565840293
[D] 2016-05-18 18:04:00.733 - loading resource E:/code/health-club/src/web/public/dev-html/share/products/index.js
[D] 2016-05-18 18:04:00.733 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.html
[D] 2016-05-18 18:04:00.738 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/inline-1463565840294
[D] 2016-05-18 18:04:00.738 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/inline-1463565840295
[D] 2016-05-18 18:04:00.738 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-twitter/index.js
[D] 2016-05-18 18:04:00.741 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.html
[D] 2016-05-18 18:04:00.753 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463565840296
[D] 2016-05-18 18:04:00.753 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463565840297
[D] 2016-05-18 18:04:00.756 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463565840298
[D] 2016-05-18 18:04:00.756 - parse resource E:/code/health-club/src/web/public/dev-html/thankgiving/inline-1463565840299
[D] 2016-05-18 18:04:00.756 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/jquery.js
[D] 2016-05-18 18:04:00.756 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/jquery.SuperSlide.2.1.1.js
[D] 2016-05-18 18:04:00.756 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/TouchSlide.1.1.js
[D] 2016-05-18 18:04:00.758 - loading resource E:/code/health-club/src/web/public/dev-html/thankgiving/index.js
[D] 2016-05-18 18:04:00.758 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.html
[D] 2016-05-18 18:04:00.761 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/inline-1463565840300
[D] 2016-05-18 18:04:00.763 - parse resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/inline-1463565840301
[D] 2016-05-18 18:04:00.763 - loading resource E:/code/health-club/src/web/public/dev-html/share/teacher-meeting/index.js
[D] 2016-05-18 18:04:00.766 - parse resource E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.828 - E:/code/health-club/src/web/public/images/i-right.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 18:04:00.828 - find resource E:/code/health-club/src/web/public/images/i-right.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.828 - E:/code/health-club/src/web/public/images/ge_05.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 18:04:00.831 - find resource E:/code/health-club/src/web/public/images/ge_05.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.831 - E:/code/health-club/src/web/public/images/ge_12.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 18:04:00.831 - find resource E:/code/health-club/src/web/public/images/ge_12.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.831 - E:/code/health-club/src/web/public/images/ge_14.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 18:04:00.831 - find resource E:/code/health-club/src/web/public/images/ge_14.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.831 - E:/code/health-club/src/web/public/images/input_bg_03.png is not in DIR_STATIC[E:/code/health-club/src/web/public/style/main.css]
[D] 2016-05-18 18:04:00.831 - find resource E:/code/health-club/src/web/public/images/input_bg_03.png in file E:/code/health-club/src/web/public/style/main.css
[W] 2016-05-18 18:04:00.833 - resource E:/code/health-club/src/web/public/style/images/ge_05.png in file E:/code/health-club/src/web/public/style/main.css not exist
[D] 2016-05-18 18:04:00.836 - parse resource E:/code/health-club/src/web/public/style/reset.css
[D] 2016-05-18 18:04:00.843 - parse resource C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js
[D] 2016-05-18 18:04:00.846 - parse resource E:/code/health-club/src/web/public/dev-lib/app.js
[D] 2016-05-18 18:04:00.851 - cache nej dependency E:/code/health-club/src/web/public/dev-lib/app.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/dispatcher/dispatcher.js"}]
[D] 2016-05-18 18:04:00.853 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/dispatcher/dispatcher.js
[D] 2016-05-18 18:04:00.853 - parse resource E:/code/health-club/src/web/public/dev-html/center/index.js
[D] 2016-05-18 18:04:00.856 - cache nej dependency E:/code/health-club/src/web/public/dev-html/center/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/msg.html","plugin":"text"}]
[D] 2016-05-18 18:04:00.858 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js
[D] 2016-05-18 18:04:00.858 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js
[D] 2016-05-18 18:04:00.858 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js
[D] 2016-05-18 18:04:00.858 - loading resource E:/code/health-club/src/web/public/dev-lib/base/module.js
[D] 2016-05-18 18:04:00.861 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js
[D] 2016-05-18 18:04:00.861 - loading resource E:/code/health-club/src/web/public/dev-lib/base/msg.html
[D] 2016-05-18 18:04:00.861 - parse resource E:/code/health-club/src/web/public/dev-html/common/banner/index.js
[D] 2016-05-18 18:04:00.863 - cache nej dependency E:/code/health-club/src/web/public/dev-html/common/banner/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/cache/list.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/vendor/zepto.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/vendor/frozen.js"}]
[D] 2016-05-18 18:04:00.866 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js
[D] 2016-05-18 18:04:00.868 - loading resource E:/code/health-club/src/web/public/dev-lib/nej/src/util/cache/list.js
[D] 2016-05-18 18:04:00.868 - loading resource E:/code/health-club/src/web/public/dev-lib/vendor/frozen.js
[D] 2016-05-18 18:04:00.871 - parse resource E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.js
[D] 2016-05-18 18:04:00.873 - cache nej dependency E:/code/health-club/src/web/public/dev-html/common/teacher-twitter/index.js -> ["C:/Users/sks/AppData/Roaming/npm/node_modules/nej/lib/script/nej/define.js",{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/klass.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/base/element.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/tpl.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/base/module.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/template/jst.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/nej/src/util/ajax/xdr.js"},{"uri":"E:/code/health-club/src/web/public/dev-lib/cache/teacher_twitter.js"}]
[D] 2016-05-18 18:04:00.876 - loading resource E:/code/health-club/src/web/public/dev-lib/cache/teacher_twitter.js
[D] 2016-05-18 18:04:00.878 - parse resource E:/code/health-club/src/web/public/style/weui.css
[D] 2016-05-18 18:04:00.916 - parse resource E:/code/health-club/src/web/public/dev-lib/vendor/layer.js
[D] 2016-05-18 18:04:00.918 - parse resource E:/code/health-club/src/web/public/dev-html/common/club-twitter/index.js
